Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,label
41.0, Private,9.0, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,0
23.0, Private,13.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,0
43.0, Private,10.0, Divorced, Adm-clerical, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0
17.0, Private,7.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,20.0, United-States,0
32.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,50.0, United-States,1
42.0, Private,11.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
68.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,2392.0,40.0, United-States,1
55.0, Federal-gov,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,1887.0,40.0, United-States,1
43.0, Private,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,0
61.0, Private,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,1
28.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
47.0, Private,9.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,60.0, United-States,0
21.0, Self-emp-not-inc,4.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
39.0, Private,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
39.0, Private,7.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,1876.0,46.0, United-States,0
34.0, Private,10.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,2179.0,40.0, United-States,0
57.0, ?,5.0, Divorced, ?, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
27.0, Private,13.0, Divorced, Handlers-cleaners, Own-child, Black, Male,0.0,0.0,40.0, United-States,0
21.0, State-gov,10.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,12.0, United-States,0
25.0, Private,3.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, Mexico,0
51.0, Self-emp-inc,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,1
35.0, Private,13.0, Never-married, Sales, Own-child, Black, Female,0.0,0.0,40.0, United-States,0
19.0, Private,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,12.0, United-States,0
27.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,55.0, United-States,1
34.0, Private,10.0, Never-married, Sales, Other-relative, Black, Female,0.0,0.0,35.0, United-States,0
33.0, ?,9.0, Divorced, ?, Unmarried, White, Female,0.0,0.0,32.0, United-States,0
36.0, Private,9.0, Divorced, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
33.0, Self-emp-not-inc,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,35.0, United-States,0
60.0, Self-emp-not-inc,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
42.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,50.0, United-States,1
47.0, Federal-gov,9.0, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0.0,0.0,40.0, United-States,0
42.0, Private,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,75.0, United-States,1
34.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,65.0, United-States,1
21.0, Private,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,32.0, United-States,0
30.0, Private,14.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,15.0, United-States,1
53.0, Private,14.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,50.0, United-States,1
34.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Germany,0
37.0, Private,13.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,0
27.0, Private,9.0, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,40.0, United-States,0
31.0, Private,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
30.0, Private,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,0
33.0, Private,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0
41.0, Local-gov,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
23.0, State-gov,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,30.0, United-States,0
65.0, Private,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,0
30.0, Private,9.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
51.0, Private,11.0, Married-civ-spouse, Other-service, Husband, White, Male,4064.0,0.0,55.0, United-States,0
30.0, Local-gov,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,0
49.0, Private,14.0, Divorced, Sales, Not-in-family, White, Male,4787.0,0.0,45.0, United-States,1
37.0, Self-emp-not-inc,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,3137.0,0.0,30.0, United-States,0
42.0, Private,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
62.0, Private,11.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,45.0, United-States,1
67.0, ?,9.0, Widowed, ?, Not-in-family, White, Male,1086.0,0.0,35.0, United-States,0
31.0, Private,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,5178.0,0.0,40.0, United-States,1
50.0, Private,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,20.0, United-States,1
33.0, Private,13.0, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0.0,0.0,40.0, India,0
27.0, Private,10.0, Never-married, Transport-moving, Other-relative, White, Male,0.0,0.0,40.0, United-States,0
31.0, Private,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,4386.0,0.0,40.0, Mexico,1
35.0, Private,10.0, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States,0
55.0, Private,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,6.0, United-States,1
54.0, Self-emp-not-inc,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,1977.0,35.0, United-States,1
56.0, Private,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,48.0, United-States,1
21.0, Private,11.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
66.0, Private,4.0, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,20.0, Germany,0
46.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,0
23.0, Private,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,38.0, United-States,0
43.0, Private,14.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
40.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,55.0, United-States,0
52.0, Private,3.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Mexico,0
59.0, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,1
36.0, Local-gov,11.0, Separated, Adm-clerical, Own-child, Black, Female,0.0,0.0,40.0, United-States,0
33.0, Private,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
20.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
21.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,35.0, United-States,0
59.0, ?,6.0, Widowed, ?, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
42.0, Self-emp-not-inc,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
62.0, Private,9.0, Widowed, Sales, Not-in-family, White, Female,0.0,0.0,43.0, United-States,0
54.0, Private,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
35.0, Private,4.0, Never-married, Machine-op-inspct, Own-child, White, Female,0.0,0.0,30.0, United-States,0
36.0, Private,12.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
21.0, Private,9.0, Never-married, Adm-clerical, Other-relative, White, Female,0.0,0.0,45.0, United-States,0
30.0, Private,9.0, Separated, Farming-fishing, Unmarried, White, Female,0.0,0.0,14.0, United-States,0
46.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
32.0, Private,3.0, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0.0,0.0,40.0, Laos,1
21.0, Private,10.0, Never-married, Sales, Other-relative, White, Male,0.0,0.0,64.0, United-States,0
39.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
54.0, Private,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0.0,0.0,43.0, United-States,0
32.0, Private,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3464.0,0.0,40.0, United-States,0
23.0, Private,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States,0
42.0, Private,2.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Italy,0
62.0, ?,6.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,30.0, United-States,0
28.0, Private,10.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,35.0, United-States,0
28.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
35.0, Private,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,0
19.0, Private,10.0, Never-married, Exec-managerial, Own-child, White, Female,0.0,0.0,40.0, United-States,0
27.0, Private,9.0, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0.0,0.0,35.0, United-States,0
54.0, Private,2.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,0
19.0, Private,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,35.0, United-States,0
27.0, Private,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,30.0, United-States,0
30.0, Private,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,50.0, ?,0
35.0, Private,12.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
66.0, ?,5.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States,0
19.0, Local-gov,10.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,20.0, United-States,0
30.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,1
32.0, Private,13.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
31.0, Private,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
26.0, Private,11.0, Never-married, Sales, Other-relative, Black, Male,0.0,0.0,65.0, United-States,0
44.0, Private,10.0, Widowed, Sales, Not-in-family, White, Female,0.0,0.0,25.0, United-States,0
52.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
30.0, Private,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States,0
32.0, Self-emp-not-inc,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,60.0, United-States,0
19.0, Self-emp-not-inc,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
33.0, Private,9.0, Separated, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,30.0, United-States,0
20.0, Private,10.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
61.0, Private,4.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
33.0, Private,10.0, Never-married, Other-service, Not-in-family, Black, Female,0.0,0.0,35.0, United-States,0
24.0, Private,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,35.0, United-States,0
31.0, Self-emp-not-inc,13.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,60.0, United-States,0
20.0, ?,9.0, Never-married, ?, Own-child, White, Female,0.0,0.0,20.0, United-States,0
32.0, Private,11.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,50.0, United-States,0
29.0, Private,12.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,0.0,40.0, United-States,0
61.0, Private,6.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,24.0, United-States,0
48.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0.0,0.0,50.0, United-States,0
29.0, Federal-gov,12.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
61.0, ?,8.0, Never-married, ?, Not-in-family, Black, Male,0.0,0.0,52.0, United-States,0
34.0, Private,10.0, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0.0,0.0,48.0, ?,0
22.0, Private,12.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,15.0, United-States,0
32.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1672.0,40.0, United-States,0
38.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
27.0, Private,10.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
26.0, Private,9.0, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0.0,0.0,40.0, Hong,0
35.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,8614.0,0.0,40.0, United-States,1
62.0, Private,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
28.0, Private,9.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
50.0, Private,9.0, Separated, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
34.0, Private,13.0, Never-married, Sales, Not-in-family, White, Male,99999.0,0.0,50.0, United-States,1
37.0, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
63.0, Private,2.0, Widowed, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,44.0, Portugal,0
35.0, Private,5.0, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
55.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,1
40.0, Private,9.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States,1
25.0, Private,9.0, Married-civ-spouse, Sales, Husband, Other, Male,0.0,0.0,50.0, United-States,0
51.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
37.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,40.0, United-States,1
54.0, Self-emp-inc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,55.0, United-States,1
47.0, Local-gov,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,1
26.0, Private,13.0, Never-married, Exec-managerial, Own-child, White, Female,0.0,0.0,40.0, United-States,0
46.0, Private,11.0, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
24.0, Private,8.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, United-States,0
19.0, Private,4.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,80.0, United-States,0
35.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1902.0,40.0, United-States,1
36.0, Local-gov,13.0, Never-married, Prof-specialty, Own-child, Black, Male,0.0,0.0,35.0, United-States,0
18.0, Private,8.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States,0
46.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
30.0, Private,9.0, Never-married, Other-service, Unmarried, Black, Female,0.0,0.0,32.0, United-States,0
29.0, Private,9.0, Never-married, Other-service, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
65.0, Private,9.0, Widowed, Other-service, Unmarried, Black, Female,0.0,0.0,20.0, Jamaica,0
41.0, Private,14.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,1
34.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
58.0, Private,4.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States,0
39.0, State-gov,9.0, Never-married, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
21.0, Private,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States,0
31.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,1
33.0, State-gov,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,1
28.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,0
32.0, Private,9.0, Never-married, Adm-clerical, Unmarried, Black, Female,2977.0,0.0,35.0, United-States,0
32.0, Private,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,55.0, United-States,1
31.0, Private,9.0, Separated, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
41.0, Self-emp-not-inc,15.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,40.0, United-States,1
48.0, Private,13.0, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0.0,0.0,45.0, Philippines,1
27.0, Private,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States,0
45.0, Private,9.0, Widowed, Craft-repair, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
34.0, Self-emp-not-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,0
17.0, Private,6.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,10.0, United-States,0
25.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, Black, Male,0.0,0.0,23.0, United-States,0
34.0, Self-emp-inc,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,62.0, United-States,1
33.0, Private,9.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
21.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,20.0, United-States,0
22.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0
61.0, Private,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,42.0, United-States,0
40.0, Private,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,30.0, United-States,1
58.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,12.0, United-States,0
30.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,58.0, United-States,0
24.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,60.0, United-States,0
52.0, Self-emp-not-inc,8.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
50.0, Private,9.0, Widowed, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
49.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,30.0, United-States,0
22.0, Private,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,0
32.0, Private,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,35.0, ?,1
21.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,0
25.0, Private,10.0, Never-married, Machine-op-inspct, Own-child, White, Female,0.0,0.0,50.0, United-States,0
34.0, Self-emp-inc,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, United-States,0
48.0, Private,6.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,1
61.0, ?,9.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,99.0, United-States,0
21.0, Private,10.0, Never-married, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
20.0, Private,4.0, Never-married, Machine-op-inspct, Own-child, White, Female,0.0,0.0,52.0, United-States,0
30.0, State-gov,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,1
44.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1902.0,40.0, United-States,1
44.0, Private,9.0, Never-married, Craft-repair, Not-in-family, Black, Male,0.0,0.0,60.0, United-States,0
29.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States,0
31.0, Private,15.0, Divorced, Tech-support, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
35.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
27.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
26.0, Private,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
37.0, Self-emp-not-inc,5.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,70.0, United-States,1
33.0, Self-emp-not-inc,13.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, ?,0
44.0, Private,4.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,55.0, United-States,0
34.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
28.0, Local-gov,12.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,5.0, United-States,0
30.0, Private,10.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,45.0, United-States,0
41.0, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,35.0, United-States,0
23.0, Private,13.0, Never-married, Tech-support, Own-child, White, Female,0.0,0.0,40.0, United-States,0
19.0, Private,9.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,70.0, United-States,0
48.0, Private,2.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,3781.0,0.0,50.0, Mexico,0
26.0, State-gov,10.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,20.0, United-States,0
32.0, Private,13.0, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,40.0, United-States,1
26.0, Private,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,48.0, United-States,0
36.0, Private,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298.0,0.0,55.0, United-States,1
49.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,0
33.0, ?,9.0, Divorced, ?, Not-in-family, Black, Male,0.0,1741.0,40.0, United-States,0
54.0, Private,14.0, Divorced, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, United-States,1
36.0, Private,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,55.0, United-States,0
41.0, Private,9.0, Divorced, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,48.0, United-States,0
27.0, Private,13.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,35.0, United-States,0
68.0, ?,13.0, Married-civ-spouse, ?, Husband, White, Male,0.0,2377.0,35.0, United-States,1
21.0, ?,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,75.0, United-States,0
56.0, ?,9.0, Divorced, ?, Own-child, White, Male,0.0,0.0,40.0, United-States,0
40.0, Self-emp-not-inc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,60.0, United-States,0
46.0, Private,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
55.0, ?,5.0, Never-married, ?, Own-child, White, Female,0.0,0.0,45.0, United-States,0
43.0, Private,5.0, Divorced, Transport-moving, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
46.0, Private,9.0, Divorced, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, United-States,0
51.0, Self-emp-not-inc,10.0, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,60.0, United-States,0
19.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,15.0, United-States,0
67.0, Local-gov,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,7896.0,0.0,50.0, United-States,1
31.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
27.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,1
21.0, Private,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States,0
36.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,0
23.0, Private,9.0, Never-married, Machine-op-inspct, Own-child, White, Female,0.0,0.0,16.0, United-States,0
62.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,1
31.0, Local-gov,13.0, Married-civ-spouse, Protective-serv, Husband, Black, Male,0.0,0.0,50.0, United-States,1
52.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1887.0,40.0, United-States,1
39.0, Self-emp-not-inc,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States,0
24.0, Private,13.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,30.0, United-States,0
55.0, ?,9.0, Never-married, ?, Not-in-family, White, Male,13550.0,0.0,40.0, United-States,1
38.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Mexico,0
36.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
17.0, Private,7.0, Never-married, Sales, Own-child, Black, Female,0.0,0.0,15.0, United-States,0
27.0, Private,9.0, Married-spouse-absent, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
30.0, Private,10.0, Divorced, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
43.0, State-gov,9.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
51.0, Private,7.0, Divorced, Other-service, Unmarried, Black, Female,0.0,0.0,30.0, United-States,0
47.0, Private,13.0, Widowed, Priv-house-serv, Unmarried, White, Female,25236.0,0.0,35.0, United-States,1
